index,MainBranch,Employment,Country,Age1stCode,LearnCode,YearsCode,LanguageHaveWorkedWith,Age,Gender
11686,I am a developer by profession,Employed full-time,Sweden,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Colleague;Books / Physical media",30,Bash/Shell;HTML/CSS,45-54 years old,Man
11687,I am a developer by profession,Employed full-time,Colombia,5 - 10 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",10,C#;Dart;Java;JavaScript;Kotlin;Node.js;PHP;Python;SQL;Swift;TypeScript,25-34 years old,Man
11688,I am a developer by profession,Employed full-time,South Korea,5 - 10 years,"Other online resources (ex: videos, blogs, etc);Other (please specify):;Books / Physical media",10,Bash/Shell;F#;Node.js,18-24 years old,Man
11689,I am a student who is learning to code,"Student, full-time",India,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",4,C;C++;Dart;Java;Python;Rust;SQL,18-24 years old,Man
11690,I am a developer by profession,Employed full-time,Sweden,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",,Python,25-34 years old,Man
11691,I am a developer by profession,Employed full-time,Russian Federation,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Colleague;Books / Physical media",8,Java;JavaScript;Kotlin;Python,25-34 years old,Man
11692,I am a developer by profession,Employed full-time,Norway,18 - 24 years,School;Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media,8,C#;HTML/CSS;JavaScript;Node.js;TypeScript,25-34 years old,Man
11693,I code primarily as a hobby,"Not employed, and not looking for work",Malaysia,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",5,HTML/CSS;JavaScript;Node.js,18-24 years old,"Or, in your own words:"
11694,I am a developer by profession,Employed part-time,Viet Nam,5 - 10 years,School,7,Assembly;C;Java;JavaScript;Node.js;Python;Ruby;SQL,18-24 years old,Man
11695,I am a developer by profession,Employed full-time,Russian Federation,11 - 17 years,School;Books / Physical media,,C#;JavaScript;SQL,25-34 years old,Man
11696,I am a student who is learning to code,"Student, full-time",India,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",7,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;Node.js;Python;R;SQL,18-24 years old,Man
11697,I am a student who is learning to code,"Not employed, but looking for work",India,11 - 17 years,School;Online Courses or Certification,6,Python;SQL,18-24 years old,Man
11698,I am a developer by profession,"Independent contractor, freelancer, or self-employed",France,11 - 17 years,School,19,C#;Crystal;HTML/CSS;JavaScript;SQL;VBA,35-44 years old,Man
11699,I am a developer by profession,Employed full-time,India,11 - 17 years,School,16,JavaScript;Python,25-34 years old,Man
11700,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague;Books / Physical media",8,Python;SQL;VBA,35-44 years old,Man
11701,I am a developer by profession,Employed full-time,Germany,11 - 17 years,School,20,C#;SQL,25-34 years old,Man
11702,I am a developer by profession,Employed full-time,India,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",5,C;C++;Objective-C;Swift,18-24 years old,Man
11703,I am a developer by profession,Employed full-time,India,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",6,Java;Kotlin;PHP,25-34 years old,Man
11704,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Italy,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member",6,Dart;Python,18-24 years old,Man
11705,I am a developer by profession,Employed full-time,United States of America,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",17,C#;Haskell;JavaScript;Node.js;Python;Rust;SQL,25-34 years old,Man
11706,I am a developer by profession,"Student, full-time",Lebanon,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",2,C#;HTML/CSS;Python;SQL;TypeScript,18-24 years old,Man
11707,I am a developer by profession,Employed full-time,Germany,5 - 10 years,School;Friend or family member;Colleague;Books / Physical media,21,Bash/Shell;C;C++;Java;Perl;Python,35-44 years old,Man
11708,I am a student who is learning to code,"Student, full-time",India,5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",4,Java;JavaScript;Python,Under 18 years old,Man
11709,I am a developer by profession,Employed full-time,India,18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",4,Java;JavaScript,18-24 years old,Man
11710,I am a developer by profession,Employed full-time,Canada,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Other (please specify):;Books / Physical media",21,Bash/Shell;C#;C++;Erlang;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL,35-44 years old,Man
11711,I am a developer by profession,Employed full-time,Japan,18 - 24 years,Online Courses or Certification,1,Java;JavaScript;Node.js;TypeScript,18-24 years old,Man
11712,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Sweden,11 - 17 years,School;Books / Physical media,20,C#;F#;HTML/CSS;JavaScript;SQL,35-44 years old,Man
11713,I am a developer by profession,Employed full-time,Austria,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",20,C#;HTML/CSS;SQL,35-44 years old,Man
11714,I am a student who is learning to code,"Student, full-time",Hungary,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Courses or Certification",5,Assembly;Bash/Shell;C++;HTML/CSS;JavaScript;Matlab;Node.js;Rust;TypeScript,18-24 years old,Man
11715,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,11 - 17 years,School,30,PowerShell;Python;SQL,45-54 years old,Man
11716,I am a developer by profession,Employed full-time,India,18 - 24 years,,6,Bash/Shell;Go;Java;Python;SQL,18-24 years old,Man
11717,I am a developer by profession,Employed full-time,Australia,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum",10,C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript,18-24 years old,Man
11718,I am a developer by profession,Employed full-time,India,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",5,HTML/CSS;JavaScript;TypeScript,25-34 years old,Man
11719,I am a developer by profession,Employed full-time,Montenegro,11 - 17 years,Books / Physical media,,Java;Kotlin;SQL,35-44 years old,Man
11720,I am a developer by profession,Employed full-time,Canada,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",25,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;Scala;SQL,35-44 years old,Man
11721,I code primarily as a hobby,"Not employed, but looking for work",Bulgaria,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member",8,Assembly;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;VBA,18-24 years old,Man
11722,I am a developer by profession,Employed full-time,Poland,11 - 17 years,School;Online Courses or Certification;Books / Physical media,6,HTML/CSS;Java;JavaScript;Kotlin;TypeScript,25-34 years old,Man
11723,"I used to be a developer by profession, but no longer am",Employed full-time,United Kingdom of Great Britain and Northern Ireland,11 - 17 years,Online Courses or Certification,12,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL,25-34 years old,Man
11724,I code primarily as a hobby,"Student, full-time",Denmark,5 - 10 years,"Other online resources (ex: videos, blogs, etc)",3,C++,Under 18 years old,Man
11725,I am a developer by profession,Employed full-time,India,11 - 17 years,School,5,PHP;Ruby,18-24 years old,Man
11726,I am a developer by profession,Employed full-time,India,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",5,HTML/CSS;JavaScript;PHP,25-34 years old,Man
11727,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Thailand,25 - 34 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",25,HTML/CSS;JavaScript;PHP;SQL,45-54 years old,Man
11728,I am a developer by profession,Employed full-time,Finland,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School",4,C#;HTML/CSS;JavaScript;Node.js;SQL;TypeScript,25-34 years old,Man
11729,I code primarily as a hobby,"Student, full-time",Lebanon,11 - 17 years,Online Courses or Certification,2,HTML/CSS;JavaScript;PHP;Python,Under 18 years old,Man
11730,I am a developer by profession,Employed full-time,Hungary,11 - 17 years,Friend or family member,17,C++,35-44 years old,Man
11731,I am a student who is learning to code,"Student, full-time",Chile,11 - 17 years,Colleague,3,Java;Python,18-24 years old,Man
11732,I am a student who is learning to code,"Student, full-time",France,11 - 17 years,Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media,10,Assembly;Bash/Shell;C;C++;Crystal;Python;Rust;Scala;SQL,18-24 years old,Man
11733,I am a developer by profession,Employed full-time,India,18 - 24 years,Books / Physical media,6,C++;Python;SQL,25-34 years old,Man
11734,I am a student who is learning to code,"Not employed, but looking for work",United States of America,18 - 24 years,Online Courses or Certification,1,HTML/CSS;JavaScript;Node.js;SQL,18-24 years old,Man
11735,I am a developer by profession,Employed full-time,Russian Federation,11 - 17 years,School,6,C#;C++;Python,18-24 years old,Man
11736,I am a developer by profession,Employed full-time,United States of America,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum",3,Bash/Shell;C#;JavaScript;Node.js;SQL,25-34 years old,Man
11737,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Israel,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Colleague",,HTML/CSS;JavaScript;Node.js,35-44 years old,Man
11738,I am a developer by profession,Employed full-time,Italy,11 - 17 years,School,10,C++;Go;Java;Python;R,25-34 years old,Man
11739,I am a developer by profession,Employed part-time,India,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Books / Physical media",5,Assembly;C;C++;Python,18-24 years old,Man
11740,I code primarily as a hobby,"Student, part-time",Australia,5 - 10 years,Friend or family member;Books / Physical media,25,C;JavaScript;Rust,25-34 years old,Man
11741,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Germany,18 - 24 years,Coding Bootcamp;School;Colleague;Books / Physical media,18,SQL,35-44 years old,Man
11742,I am a student who is learning to code,"Not employed, and not looking for work",Turkey,18 - 24 years,School,,C,18-24 years old,Man
11743,I code primarily as a hobby,"Not employed, and not looking for work",China,Younger than 5 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",5,Python;R;Rust,18-24 years old,Man
11744,I am a developer by profession,Employed full-time,India,18 - 24 years,Online Courses or Certification;Books / Physical media,2,Java;Python,35-44 years old,Man
11745,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,New Zealand,18 - 24 years,School;Online Forum;Online Courses or Certification;Books / Physical media,6,Python;R,25-34 years old,Man
11746,I am a developer by profession,Employed full-time,India,18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification",8,HTML/CSS;JavaScript;Node.js;TypeScript,25-34 years old,Man
11747,I am a developer by profession,Employed full-time,Germany,11 - 17 years,Books / Physical media,30,Python;Rust,45-54 years old,Man
11748,I am a developer by profession,Employed full-time,Netherlands,11 - 17 years,Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media,16,Bash/Shell;C++;HTML/CSS;PowerShell;Python;Rust,25-34 years old,Man
11749,I am a developer by profession,Employed full-time,Peru,18 - 24 years,Colleague,6,Java;JavaScript;Node.js,25-34 years old,Man
11750,I am a developer by profession,Employed full-time,China,18 - 24 years,Colleague;Books / Physical media,11,Bash/Shell;Go,25-34 years old,Man
11751,I code primarily as a hobby,"Not employed, and not looking for work",Australia,5 - 10 years,Other (please specify):,4,C;Java;JavaScript;Node.js;PowerShell,Under 18 years old,Man
11752,I am a developer by profession,Employed full-time,The former Yugoslav Republic of Macedonia,11 - 17 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification;Books / Physical media",17,C#;JavaScript;PowerShell;SQL;TypeScript,35-44 years old,Man
11753,I am a student who is learning to code,"Student, full-time",India,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification;Other (please specify):",,C;C++;Dart;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,18-24 years old,Man
11754,I am a developer by profession,Employed full-time,Germany,25 - 34 years,"Other online resources (ex: videos, blogs, etc)",10,C#;HTML/CSS;Java;JavaScript;SQL,25-34 years old,Man
